,Summary,Issue key,Issue Type,Status,Project key,Project name,Project type,Project description,Project url,Priority,Description,Cluster,Feature_name
626,Feature Request for Analytical Designer when exported to PDF,FPA34-7186,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"It would like to export the entire content from the analytical designer dashboard in PDF. Currently if the dashboards are exported to PDF, only the visible parts are exported to the PDF file.


Build the dashboard using tabstrips which can be exported on different pages in one PDF file and also see all the contents(table and chart) of the dashboards",8,story
627,HANA Input parameter/ optional prompt not working with Multisource universe for SAC Model(LUC),FPA34-7183,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"I am part of Ariba Athena team and currently our team is using SAP HANA, SAP BO, SAC as our Analytical tools.
 We are trying to build Multisource universe connecting to different SAP HANA databases eventually consume the same in SAC (LUC model) and SAP BO Layers.
 We are blocked with below tool limitation
 *""Optional HANA prompts/input parameters and HANA prompts created in HANA for performance reason and not working or supported in Multisource Universe.""*
 SAP Notes [https://help.sap.com/viewer/3d4f417fd0764f909c0ef7931e19fe1a/4.2.5/en-US/ec78f2a36fdb101497906a7cb0e91070.html]??????

This feature will enable us to consolidate the datacenters data and create aggregate/LT dashboards. In near future we will be handling more than 3 datacenters and will very much helpful if multisource with HANA prompts is supported.
 Optional HANA prompts/input parameters are created at HANA as we are handling huge data and performance will be challenging if we do not have Optional HANA prompts/input parameters.

*Business Requirement*
 We are currently working with 2 HANA data centers and will be soon supporting 3 more. As the data center and business across Globe is increasing we had plans of providing consolidated Analytics artifacts. 
 We will be using data from these datacenters and will be creating SAC, (BO we are already using) reporting solution to Ariba Customer sales executives, RVP's and Business and SAP Senior Management.

Fixing this tool limitation [Mutlice Universe for SAC|https://help.sap.com/viewer/3d4f417fd0764f909c0ef7931e19fe1a/4.2.5/en-US/ec78f2a36fdb101497906a7cb0e91070.html]??????will help us in designing optimal reports solution to all our us",7,connection
628,SAC Security Role - Data Access Control - Hierarchy Level not available,FPA34-7172,Activity,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"During SAC - Security - Role - Data Access Controls definition, Hierarchy level option is not available (only flat structure is available) while selecting Dimension members, which makes the users to select all child dimension measures instead of selecting respective Parent node.

Within Model we have Hierarchy Level but not in Security - Role.

Specially for Planning scenarios where they need to define Data access profiles it is useful to have Hierarchy levels for proper maintenance.",9,dimension
629,Previous and Next from Advance scripting are not woking with values from Memberset,FPA34-7181,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"This feedback is part of the F2D program (Feedback to Development).

----------

Using SAC version??????2021.13.2 the functions:

Previous and Next from Advance scripting are not woking with values from Memberset.

Example:

Previou""YEAR"", ""2021"") return 2020

this is working in contex:

DATA() = Resultlookup([d/date]=Previous(1,""YEAR"", ""2021"") )

but (into my model where granularity is year)

MEMBERSET [d/date]???""2021""

DATA()= Resultlookup([d/date]= Previous(1,""YEAR"")) it is not working

??????

The same behaviour happen also for NEXT.

My script was working into version before????????????2021.13.2

??????

Please advice what we can do to have these function working.

Regards

Sorin",7,connection
630,Insert Dynamic  Text for dimension members in Scheduling Publications emails,FPA34-7180,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"As a schedule owner, i should be able to insert??????Dynamic Text for dimension members in Scheduling Publications ema",7,connection
631,Insert Dynamic  text into scheduling publications email message subject and message body,FPA34-7179,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"As a Schedule Owner, I should be able to insert ??????Dynamic text into scheduling publicatiosn email message subject and message body.

Dynamic text can be broadly classified as system defined variables like date , time and as well as data defined like dimension members arriving from ",7,connection
632,SAC Marketing email Pop-up doesn't appear in SSO,FPA34-7177,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Hi,

We have identified the SAC Marketing email pop-up for 'Opt-in' doesn't appear in the case of SSO whereas it does appear for a user when not in SSO. Tested in internal SAC system - [https://authn.us2.hana.ondemand.com/saml2/sp/acs/d5c9a5c5e/d5c9a5c5e]

Need Development team to resolve this issue to ensure an 'Opt-in' pop up appears even in SSO situation to abide by GDPR rules.

Steps to Reproduce:
1. log in to SAC Tenant as an admin user.

2. Create a new user and open the initial invite email.

3. When the link is opened in the SSO scenario, a pop-up doesn't appear and when the link is opened in the Incognito window without SSO, then the below pop-up appears which is what is required even in the SSO scenario.
!image-2021-09-24-18-07-45-285.png!



Many Thanks!",8,story
633,SCIM API's Enhancements,FPA34-7171,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Various SCIM API enhancement requests:
VW - if a user gets his roles removed in the VW IDP or leaves the company it will be removed via API from the SAC Tenant. All personal content will be deleted but the shared content stays and the User ID is still visible. If you recreate the user the content will be taken over again. The DSGVO departments wants to have this user id in anonym way or deleted completely. In the UI you can hand over the content to another person, So the the ask would be that via the SCIM api when a user is removed all the users the content could either be deleted or automatically moved to another owner.
",0,api
634,SCIM API to manage (create/read/update/delete) data access controls on models,FPA34-7164,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Today with Acquired and Planning models it is possible to enable 'Data Access Control' within a model. Once enabled, individual dimension values can be set for 'read' and/or 'write' permissions.

It means row level security for acquired data models is supported.

 !image-2021-09-20-09-44-03-409.png|thumbnail! 

The entries into this table can be:
* made manually by typing or selecting the user and/or team
* pasted (using the OS clipboard)

And if the dimension is a public dimension then you can also be
* updated (and on a scheduled basis) via a data source (potentially reading a database table for example once a day)

(There are a good number of limitation regarding the length and number of values that can be entered into a signal cell or entry)

Customers, however, need to programmatically update this table of access rights via an API to ease the integration with provisioning solutions (includes ones from SAP). However such solutions (including ones from SAP) don't offer an 'SQL' or query interface since such solutions are designed to call an API, like the SCIM API. 

*Thus this ER is for the current SCIM API to be extended to allow for this data access control 'table' to be updated for public and non-public dimensions for acquired (analytics and planning) models.*

The API should enable READ (to read all the current values) and to update one or all of them. Ideally, the API should support a PATCH call to either 'add' or 'remove' an individual (or team) to or from the 'READ' or 'WRITE' entries without the need to read and update all the entries (even for a single individual dimension value)

The limitation of the number of entries per 'cell' is out of scope for this ER, but should be handled separately. 

(Related info: limitation per cells is 30 users (and 30 teams?) per entry. But, if you cut and paste values into a single entry (a cell) you can specify a lot more than 30, you can specify up to a limit of 5000 characters!)
",0,api
635,Import Data Connections - shared ownership,FPA34-7138,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Dear colleagues,

as the creator of a connection , I would like to share the ownership of this connection with a team or at least with other users.

In case of vacation or illness, there might be no user to share an existing connection. Also after importing a connection, all sharing settings of the connection are lost 
and as only the creator/first importer is able to share the connection, this could lead to issues when he/she is not available.

[~D052087] please add further comments in case I missed a point.

Thanks and best regards
Susanne",7,connection
636,Story filter gets hidden on moving to Fullscreen mode,FPA34-7162,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"* *Issue Description:*

??????Currently, the visualization is based on the DWC model view. The story has multiple story filters and these filters gets hidden when fullscreen mode is on.
 * *+Workflow+***
 ## Open story in view mode. !image-2021-09-17-13-20-57-840.png!
 ## Click on Fullscreen as highlighted. !image-2021-09-17-13-21-41-411.png!
 ## . The story filter gets disabled. !image-2021-09-17-13-21-58-777.png!
 ## Now user needs to enable the story filters in fullscreen mode, to use it again. Story filters should appear automatically when moving to fullscreen mode. !image-2021-09-17-13-22-06-094.png!
 ## End
 ??????

??????*Why this feature is important*
 * 
 ** We are working on a Data Plane Front Runner projects and developing CFO Dashboard which will be bundled in the release
 ??",5,filter
637,Embed App design widget/component in Standard Story,FPA34-7137,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Hi,

Customer DXC reported the following requirement :

They want to have the ability to embed app design widgets or components in the standard story. To them this is one of the high priority requirement.??????

Thanks and regards,

Su",8,story
638,CE: Future DWC Integration - Migration,FPA34-7155,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,nan,2,dwc
639,Value help in master data import job does not list all values,FPA34-7062,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Dear colleagues,

when importing master data from S/4HANA the value help for filter on members in the query does not list all values. It's described in the screen actually, but frankly there is no way to list all available values from source. The user needs to know the filter ID to search for it. Strangely one value usually is listed if there is no search string applied.

Hence, overall kind of a strange UX to filter on values in source system. Almost impossible if you don't know the exact filter ID.

The requirement is to *show all available filter values in the filter list*, either on opening or by searching with empty string.

See attached video for an example.

Kind regards
 Christoph",5,filter
640,Show connection information in Data Management list,FPA34-7063,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hi colleagues,

data management list show at each import job only the connection type like ""SAP S/4HANA"", but there is no information on connection ID or description. Customer could load from different source system of same type.??????

The requirement is to *show connection ID and/or description* as well or instead of connection type.

See screenshot for details.

Kind regards
 Chris",7,connection
641,Add user information to import/export job in Data Management,FPA34-7064,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hi colleagues,

in Data Management tab the *user information on each import/export job execution* would be valuable. Not only date, time and duration.

See screenshot for details.

Kind regards
Christoph",3,data
642,Can't remove SAC measure,FPA34-7153,Bug,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hey colleagues,

??????

I am facing a bug in SAC.

I blended 2 data models and have the data shown in a table. I just can't remove one measure. It will always show 1 measure from each datamodel (both based on HANA live connection)

??????

I can demo the problem anytime, just ping me in MS Teams.

!2021-09-14_10-24-24.png!!2021-09-14_10-26-14",7,connection
643,It's hard to find renamed entities,FPA34-7152,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"There have been a few customer tickets that reported missing measure/dimension which in the end were because customer forgot they renamed those entities.??????

Currently, after renaming an entity, it shows a warning in the build panel. Most of the time, people will choose""Do not show again"" to save the real estate in the build panel. After that, there is almost no visual indicator to tell if there was a renaming ever happened or which entity has been renamed. The only way to find out if an entity was renamed involves clicking the ""..."" of that entity in build panel. it becomes difficult to figure out when the renamed entity is not in the build panel and there are a lot of entities in model which are quit common for real world stories in production.??????

Hope that is an easy way to:
 # Tell user there are renamed entities in the story
 # Show which entities were renamed with some visual cue

Thanks

FYI. [~I819055], [~I866445]

??????

!image-2021-09-13-17-38-30-",8,story
644,[Reporting] Export : self-service export performance improvement,FPA34-7080,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Export to : self-service ""export to"" performance need to be improve when use in conjonction of the paginated feature.

See attachement for measurement of existing feature / comparison to WebI/ PdM Expectation.??",8,story
645,Filters/Input Controls - Different options for quick filtering using dimension attributes,FPA34-7148,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Background:

Highly asked for by planning users primarily. This scenario would extremely improve the overall productivity of planning users. This is primarily for Story Designer persona, since in most planning use- cases the reports are set up by the IT and are not meant to be modified.?????? ??????It is related to several other Jira entries pertaining to the ability to quick filter within the member selector and elsewhere.

Problem Statement:

Today, as a story designer, I cannot quickly and dynamically filter out specific members based on a given attribute.?????? ??????This could be filtered based on a specific attribute value or dynamically based on wildcards or other filtering depending on the attribute data type (e.g. range for numeric attributes).??????

Expectation:

I, as a story designer, want to have an ability to quickly filter members based on attribute.?????? ??????This differs from navigational attributes which must be raised in the table, and which are more focused on aggregation rath??",5,filter
646,Planning: delete data API,FPA34-7131,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"*Customers*

This is a requirement from our partner??????Analysis Prime's clients:
 * Nvidia
 * Simplot

Additionally, this client will likely look for the functionality in the near term:
 * Warner Music Group (WMG)

??????

*Requirement*

In their app, there is a button with script to move a purchase order reco""init"" status to ""in progress"" status by copying a new record, and then delete the data of the original ""init"" record.??????

They tried the??????setUserInput API with empty value, but??????currently not possible as documented in [https://help.sap.com/viewer/00f68c2e08b941f081002fd3691d86a7/release/en-US/73fbf0e96c054d7aa58c404addeeaab4.html] only accepting a number or for BPC Key figure also characters.

??????

*Workaround*

Now the workaround is to trigger a data action to delete data, but the performance is not good.

A simplified app: [https://master-toggle-app-design.eu2cnry.projectorca.cloud/sap/fpa/ui/tenants/fd23e/app.html#/analyticapp&/aa/75200D87C24438AFE301051CE1D9358D/?resourceSubType=APPLICATION&resourceType=STORY]

Recording of this simplifed app: attached.

??????

*Additional Comment from the partner:*??????

Using a script to enter a value into a table is dramatically faster than passing a parameter and waiting for a data action to run.?????? This would be a well-received benefit for performance if the",8,story
647,ACN Support for SAC Workspace concept,FPA34-7101,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"During Lifecycle Management of SAC content, the user should be able to transport Workspace Objects and Content stored in the workspace from one tenant to another tenant.

Following are key scenarios to be considered.
h1. Transport of Workspace Object.
 * While creating Package Workspace objects should be listed under Object type.
 * Users can choose the required workspace to be included as part of the package.
 * Details of Workspace
 ** Workspace Name.
 ** Workspace Description.
 * Transport of security.
 ** Workspace Assignments to Teams ( Need to support when ACN support transport of Security with teams ).

h1. Creation of Package including content cross workspace and Public Folder.

??????
 * While creating packages, user should be able to include objects from different workspace.
 * Workspace Category should be listed under Files

??????

!image-2021-08-06-15-07-05-250.png!

??????
 * Users can choose Objects in Public/System folders/Workspace sections.
 * While ACN identifying th, the dependency could lie across different sections.

*For example,* The story in Workspace could have a dependency on Model available in Public Folder.
 * Include workspace information in Package Overview > Objects in the Package

??????
h1. Creation of Package including content workspace Folder type.

????????????Users can create System Folders and Personal Folders in the workspace.
 * Users should be able to transport System folders and Content via ACN.,??????
 * Users should be able to transport Private folder content Via ACN.

h1. Import of Packages including Workspace Content

??????
 * Users should be able to import content to the respective location. The path of the objects should include Workspace in the beginning.

<Workspace>/<Folder Path>/<Object>
 * Import dialog > Content > import location should be shown with the Workspace information.

??????
h1. Behavior when Choosing Import to folder,

??????

*Sample Package*
|*Name*|*Description*|*Import Location*|*Comments*|
|*g|Marketing Content|My Files/Public|Folder in Public Workspace.|
|Online Marketing|Online Marketing|My Files/Public/Marketing|Folder in Public Workspace.|
|General Finance|Details about General Fiance|Finance/ General Finance.|Workspace: Finance
 Folder: General Finance.
 ??????|
|Corporate Finance|Corporate Finance|Finance/ Corporate Finance|Workspace: Finance
 Folder: Corporate Finance.
 ??????|
|??????|??????|??????|??????|
|??????|??????|??????|??????|

??????
 * By default, Import To folder should show default location.

(Work with UX for proper name )

?????? !image-2021-08-06-15-07-22-083.png!
 * When a user does not change the default location, the objects should be imported in the respective import location. <Workspace>/Folder
 * When the user changes the default location, all the object's path needs to be updated with the new location.

??????

For example, if user change the _default location_ to *_General_Space/Content._* _All the object should be imported to relevant locatiotion*|*New location*|
|*Folder*|??????|??????|??????|
|Marketing|Marketing Content|My Files/Public|_General Space/Content_|
|Online Marketing|Online Marketing|My Files/Public/Marketing|_General Space/Content/Marketing_|
|General Finance|Details about General Fiance|Finance/ General Finance.|_General Space/Content/General Finance_|
|Corporate Finance|Corporate Finance|Finance/ Corporate Finance|_General Space/Content/Corporate Finance._|

??????
 * When a user wants to modify specific Objects' locations. User switches ON Override Folder Import Location. System should allow to change the location of specific objects

!image-2021-08-06-15-07-58-885.png! ??????

??????
h2. *Behavior when Workspace not Available in Destination.*

??????
 * Users can Import/Create Workspace in destination and proceed with the import.
 * Users can also decide to import in a different locations.

????????????
h2. Behaviour of different Import Options??????

*Workspace Objects type*

??????
|Don?????????t overwrite Data Only|Not applicable for the Workspace object type|
|Overwrite Objects and Data|Replace Current workspace.
 ??????
 This option would help to update workspace metadata.|
|Overwrite Objects and Data ( With permission)|?????????????????????????????????????????????????????? Drop and re-create.
 ?????????????????????????????????????????????????????? All the existing Teams and Admin Assignment would be replaced.
 ??????|

????????????

*Content in Workspace.*

??????Behavior is the same as Objects in Public Content.

??????

*Object Level Authorization with Workspace*

The content Network transport user should be able to transport the content only he is authorized to transport.

_For example_ 

If there are 2 workspaces ( Human Resource, Finance ) in the ystem.??????

User A is workspace administrator for only Finance. He should be able to see and transport only Finance content.

??????

The user needs to be an admin to transport workspace objects, as create workspace authorizh2. ??????Order of Priority

??????

!image-2021-08-06-15-28-38-837.png!

??????

??????
",8,story
648,Data point comments for HANA Live  as a data source,FPA34-7141,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,Support Data point comments for HANA Live as a data source,3,data
649,Story Variable text/Input Control not translated automatically [BW/4 Live],FPA34-7070,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"our customer *AMAG* reports, that persisted Story Members like *Variables* used as Story Filters and Collapsed *Input Controls* are *not dynamically translated* to the language set for the user's data access preferences.??????

(BW/4 Live Connection to SAC)

when the story is saved with a language preference for data access, when opening with another data access language it will show the information that should come translated from the backend with the language with which the story was saved.

are there any plans to fix this limitation?????",7,connection
650,[BW Live] Text in hierarchies for characteristics without text,FPA34-7129,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Current behaviour:

A BW query contains a characteristic and a hierarchy based on this characteristic where the characteristic contains??????*no text*??????but the hierarchy contains external characteristics that may contain texts.

In this case the client may not retrieve texts for the nodes in the hierarchy that contains external characteristics with texts. The reason is that the client can only requests texts based on the hierarchy base characteristic that has no text in this use case; in addition the concept of external characteristics is not exposed in BW InA, so it is impossible to requests texts for external characteristics.

To allow to retrieve texts in this use case the client may request the default text for the hierarchy base characteristic. In this case the BW InA protocol requests the default text for all external characteristics with texts contained in the hierarchy. In the BW InA protocol the client has to set the capa""TextInHierarchy""??to be able to use this feature. This note will be updated when SAC supports and uses this new capability.

??

BW already provided a fix, SAC needs to adapt.

[SNote: 3019712|https://launchpad.support.sap.com/#/notes/3019712]",7,connection
651,Input Control for Cross Calculation ,FPA34-7120,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,nan,5,filter
652,[BW Live] Allow to remove 2nd structure from Table,FPA34-7126,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"User wants to display net sales by date. A structure is mandatory and so, ACT, BUD, ... values are shown and can't be disabled. Users only wants a net sales value without the structure elements

??????

Structure is mandatory in selection

!image-2021-08-23-14-01-50-583.png|width=681,height=",7,connection
653,[BW Live] Bubble Chart 2 Structures Support,FPA34-7125,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"User wants to build a bubble chart based on structure elements (ACT + PY): Since structure is handled as dimension and shown in dimension tab, and structure elements can't be accessed (e.g. in measure selection screen), structure elements can't be selected to be displayed in Bubble chart.

??????

!image-2021-08-23-14-00-37-146.png|width=297,height=",1,chart
654,[BW Live] Variance 2 Structures Support,FPA34-7124,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Since structure elements can't be used in calculations etc. they probably can't be used for variance charts, too.",7,connection
655,Page Filter / Input Control - Cascading Effect,FPA34-7123,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Currently in SAC, when working with multiple charts in linked analysis, the cascading effect is not applied on the page filter(s).

As an example:

!image-2021-08-20-09-17-15-224.png!

With the following settings for linked analysis:

!image-2021-08-20-09-17-26-547.png!

When filtering on Germany in the bar chart, the items in the filter panel are still displayed. So the filter is not cascaded??????and the linked analysis does not override any existing filters.??????

!image-2021-08-20-09-19-56-841.png!

!image-2021-08-20-09-20-02-748.png!

Enduser would also like to see the changes in the filter. The expected behavior is that the changes made in the chart affect related filters in the same page.

This behaviour is already implemented and working when using the settings ?????????all widgets in the story?????????.

!image-2021-08-20-09-22-46-",5,filter
656,Commenting Widget for Input control as Measures,FPA34-7098,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Change the commenting widget comments based on measure based input control.

As a user, one can choose different measures as available as a page filter (Measure input control) and based on the change, change the context of comments within the widget .

Currently, Commenting widget is tied statically to one measure only.

This would make the use of commenting widget more dynamic.

See the attachement for more details.

??",5,filter
657,URL API does not consider special characters like '/',FPA34-7113,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"The URL API currently does not support special characters. In case I would like to filter a member containing a special character like '/', the URL filter will not be applied.",0,api
